doi,title,year,journal,systemType,anodeMaterials,cathodeMaterials,powerOutput,efficiency,qualityScore,parameterCompleteness,aiConfidence,reproducibilityScore,citationCount
10.1002/adsc.201500482,Substrate Engineering and its Synthetic Utility in the Sulfation of Primary Aliphatic Alcohol Groups by a Bacterial Arylsulfotransferase,2015,Advanced Synthesis &amp; Catalysis,MES,,,,,,0.125,0.9,,16
10.1002/adsc.202401066,"1,3‐Propanediol, an Exemplary Bio‐Renewable Organic Platform Chemical",2024,Advanced Synthesis &amp; Catalysis,MES,,,,,,0.125,0.9,,17
10.1002/adsr.202200080,Nanofiller‐Induced Enhancement of PVDF Electroactivity for Improved Sensing Performance,2023,Advanced Sensor Research,MES,,,,,,0.25,1,,58
10.1002/adsr.202300210,Bioelectrochemical Sensing Using Benchtop Fabricated Nanoroughened Microstructured Electrodes,2024,Advanced Sensor Research,BES,,,,,,0.5,0.95,,1
10.1002/adsu.202300610,Sustainable Manufacturing of Graphitic Carbon from Bio‐Waste Using Flash Heating for Anode Material of Lithium‐Ion Batteries with Optimal Performance,2024,Advanced Sustainable Systems,MES,,,,,,0.125,1,,7
10.1002/adsu.202400329,Asymmetric Aqueous Supercapacitor Based on Zinc Oxide‐Manganese Oxide Cathode Material and Fe─Ni Oxide/Reduced Graphene Oxide Anode Material,2025,Advanced Sustainable Systems,BES,abstractrecent advancements in negative electrode materials for supercapacitors have garnered significant attention due to their potential to enhance energy density,and fe─ni oxide/reduced graphene oxide anode material,,,,0.375,0.7,,2
10.1002/advs.201500286,Transition Metal Carbides and Nitrides in Energy Storage and Conversion,2016,Advanced Science,,,,,,,,0.6,,1319
10.1002/advs.201600097,Boosting Power Density of Microbial Fuel Cells with 3D Nitrogen‐Doped Graphene Aerogel Electrode,2016,Advanced Science,MFC,,,,,,0.375,0.6,,115
10.1002/advs.201600522,Label‐Free and Regenerative Electrochemical Microfluidic Biosensors for Continual Monitoring of Cell Secretomes,2017,Advanced Science,MES,,,,,,0.125,0.9,,169
10.1002/advs.201903478,Structure Architecting for Salt‐Rejecting Solar Interfacial Desalination to Achieve High‐Performance Evaporation With In Situ Energy Generation,2020,Advanced Science,MES,,,,,,0.125,0.9,,397
10.1002/advs.202004552,Polyaniline‐Coated MOFs Nanorod Arrays for Efficient Evaporation‐Driven Electricity Generation and Solar Steam Desalination,2021,Advanced Science,MES,,,,,,0.125,0.9,,211
10.1002/advs.202102064,Electro‐Active and Photo‐Active Vanadium Oxide Nanowire Thermo‐Hygroscopic Actuators for Kirigami Pop‐up,2021,Advanced Science,MES,,,,,,0.25,0.8,,25
10.1002/advs.202105211,Vertical Organic Electrochemical Transistors and Electronics for Low Amplitude Micro‐Organ Signals,2022,Advanced Science,MES,,,,,,0.25,1,,58
10.1002/advs.202204502,Electroactive Biomaterials for Facilitating Bone Defect Repair under Pathological Conditions,2022,Advanced Science,MES,,,,,,0.25,1,,128
10.1002/advs.202205202,Superelastic 3D Assembled Clay/Graphene Aerogels for Continuous Solar Desalination and Oil/Organic Solvent Absorption,2022,Advanced Science,MES,,,,,,0.25,0.9,,99
10.1002/advs.202206622,Elongated Riboflavin‐Producing <i>Shewanella</i><i>o</i><i>neidensis</i> in a Hybrid Biofilm Boosts Extracellular Electron Transfer,2023,Advanced Science,,,,,,,,0.6,,49
10.1002/advs.202206925,"A Zero‐Energy, Zero‐Emission Air Conditioning Fabric",2023,Advanced Science,MES,,,,,,0.375,1,,36
10.1002/advs.202300283,"Electrolyte‐Wettability Issues and Challenges of Electrode Materials in Electrochemical Energy Storage, Energy Conversion, and Beyond",2023,Advanced Science,MES,,,,,,0.125,0.9,,298
10.1002/advs.202306583,Machine Learning in Bioelectrocatalysis,2023,Advanced Science,MES,,,,,,0.125,0.9,,15
10.1002/advs.202308597,A Self‐Assembled MOF‐<i>Escherichia Coli</i> Hybrid System for Light‐Driven Fuels and Valuable Chemicals Synthesis,2024,Advanced Science,,,,,,,,0.6,,18
10.1002/advs.202309767,A New‐Generation Base Editor with an Expanded Editing Window for Microbial Cell Evolution In Vivo Based on CRISPR‒Cas12b Engineering,2024,Advanced Science,MES,,,,,,0.25,1,,20
10.1002/advs.202400310,Gradient Graphene Spiral Sponges for Efficient Solar Evaporation and Zero Liquid Discharge Desalination with Directional Salt Crystallization,2024,Advanced Science,MES,,,,,,0.25,0.9,,104
10.1002/advs.202405242,Evolving Synergy Between Synthetic and Biotic Elements in Conjugated Polyelectrolyte/Bacteria Composite Improves Charge Transport and Mechanical Properties,2024,Advanced Science,MFC,,,,,,,0.6,,9
10.1002/advs.202407599,Engineering Shewanella oneidensis‐Carbon Felt Biohybrid Electrode Decorated with Bacterial Cellulose Aerogel‐Electropolymerized Anthraquinone to Boost Energy and Chemicals Production,2024,Advanced Science,MES,,,,,,0.625,1,,20
10.1002/advs.202501376,Non‐Respiratory Extracellular Electron Transfer Competes with Nitrogenase for Electrons in <i>Rhodopseudomonas Palustris</i>,2025,Advanced Science,,,,,,,,0.6,,0
10.1002/advs.202524234,Toward Prostate Cancer Early Warning with a Self-Powered Wearable Biosensing Platform Integrated with Machine Learning.,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",MES,,,,,,0.125,0.75,,0
10.1002/aelm.201900320,Conductive Polymer–Exoelectrogen Hybrid Bioelectrode with Improved Biofilm Formation and Extracellular Electron Transport,2019,Advanced Electronic Materials,MFC,,,,,,0.25,1,,56
10.1002/aelm.202100165,High‐Performance Planar Heterojunction Perovskite Solar Cells Based on BaCl<sub>2</sub> Additive and Power Conversion Efficiency of Over 21%,2021,Advanced Electronic Materials,BES,,,,,,0.125,0.65,,9
10.1002/aelm.202300019,A Microbial Cell Coating Based on a Conjugated Polyelectrolyte with Broad Reduction Potential Increases Inward and Outward Extracellular Electron Transfer,2023,Advanced Electronic Materials,BES,,,,,,0.25,1,,16
10.1002/aelm.202400137,DNA‐rGO Aerogel Bioanodes with Microcompartmentalization for High‐Performance Bioelectrochemical Systems,2024,Advanced Electronic Materials,MFC,,,,,,0.375,1,,5
10.1002/aenm.201501497,Enhanced Cathodic Oxygen Reduction and Power Production of Microbial Fuel Cell Based on Noble‐Metal‐Free Electrocatalyst Derived from Metal‐Organic Frameworks,2015,Advanced Energy Materials,MFC,,,,,,0.375,0.6,,282
10.1002/aenm.201601364,3D Macroporous Nitrogen‐Enriched Graphitic Carbon Scaffold for Efficient Bioelectricity Generation in Microbial Fuel Cells,2016,Advanced Energy Materials,MFC,,,,,,,0.6,,189
10.1002/aenm.201601821,Enhanced Output from Biohybrid Photoelectrochemical Transparent Tandem Cells Integrating Photosynthetic Proteins Genetically Modified for Expanded Solar Energy Harvesting,2016,Advanced Energy Materials,,,,,,,,0.6,,58
10.1002/aenm.201702261,Flexible and Stretchable Biobatteries: Monolithic Integration of Membrane‐Free Microbial Fuel Cells in a Single Textile Layer,2018,Advanced Energy Materials,MFC,,,,,,0.25,1,,85
10.1002/aenm.201801909,Selective Electrochemical H2O2 Production through Two‐Electron Oxygen Electrochemistry,2018,Advanced Energy Materials,MES,,,,,,0.125,0.9,,709
10.1002/aenm.201902007,Energy Storage Data Reporting in Perspective—Guidelines for Interpreting the Performance of Electrochemical Energy Storage Systems,2019,Advanced Energy Materials,MES,,,,,,0.125,0.9,,1363
10.1002/aenm.201902338,Promises of Main Group Metal–Based Nanostructured Materials for Electrochemical CO2 Reduction to Formate,2019,Advanced Energy Materials,MES,,,,,,0.25,0.9,,624
10.1002/aenm.202000789,Tailoring Selectivity of Electrochemical Hydrogen Peroxide Generation by Tunable Pyrrolic‐Nitrogen‐Carbon,2020,Advanced Energy Materials,MES,,,,,,0.25,0.9,,472
10.1002/aenm.202001986,Achieving High‐Performance and 2000 h Stability in Anion Exchange Membrane Fuel Cells by Manipulating Ionomer Properties and Electrode Optimization,2020,Advanced Energy Materials,MFC,and cathode electrodes,electrodes,,,,0.25,0.7,,284
10.1002/aenm.202003010,Engineering Textile Electrode and Bacterial Cellulose Nanofiber Reinforced Hydrogel Electrolyte to Enable High‐Performance Flexible All‐Solid‐State Supercapacitors,2021,Advanced Energy Materials,MES,,,,,,0.375,1,,234
10.1002/aenm.202101329,"Biocompatible, High‐Performance, Wet‐Adhesive, Stretchable All‐Hydrogel Supercapacitor Implant Based on PANI@rGO/Mxenes Electrode and Hydrogel Electrolyte",2021,Advanced Energy Materials,MEC,,,,,,0.25,1,,166
10.1002/aenm.202103186,Edge‐Rich Multidimensional Frame Carbon as High‐Performance Electrode Material for Vanadium Redox Flow Batteries,2022,Advanced Energy Materials,MFC,,,,,,0.25,1,,67
10.1002/aenm.202103716,Integrating Nanoreactor with O–Nb–C Heterointerface Design and Defects Engineering Toward High‐Efficiency and Longevous Sodium Ion Battery,2022,Advanced Energy Materials,MEC,,,,,,0.25,1,,82
10.1002/aenm.202200493,Experimental and Theoretical Advances on Single Atom and Atomic Cluster‐Decorated Low‐Dimensional Platforms towards Superior Electrocatalysts,2022,Advanced Energy Materials,,,,,,,,0.6,,64
10.1002/aenm.202201264,Are Polymer‐Based Electrolytes Ready for High‐Voltage Lithium Battery Applications? An Overview of Degradation Mechanisms and Battery Performance,2022,Advanced Energy Materials,,,,,,,,0.6,,208
10.1002/aenm.202202581,A Biobattery Capsule for Ingestible Electronics in the Small Intestine: Biopower Production from Intestinal Fluids Activated Germination of Exoelectrogenic Bacterial Endospores,2023,Advanced Energy Materials,MFC,,,,,,0.25,1,,30
10.1002/aenm.202202703,Construction of Ordered Atomic Donor–Acceptor Architectures in bcc IrGa Intermetallic Compounds toward Highly Electroactive and Stable Overall Water Splitting,2022,Advanced Energy Materials,MES,,,,,,0.25,1,,49
10.1002/aenm.202300311,Solvation–Reduction Coupling in Ca<sup>2+</sup> Electroactivity in Glyme‐Based Electrolytes: A First Principles Study,2023,Advanced Energy Materials,MES,,,,,,0.125,1,,10
10.1002/aenm.202302451,Bio‐Inspired Sandwich‐Structured All‐Day‐Round Solar Evaporator for Synergistic Clean Water and Electricity Generation,2023,Advanced Energy Materials,MES,,,,89.5,,0.375,0.9,,275
10.1002/aenm.202303629,Pathways Toward Efficient and Durable Anion Exchange Membrane Water Electrolyzers Enabled By Electro‐Active Porous Transport Layers,2023,Advanced Energy Materials,MES,,,,,,0.375,0.9,,55
10.1002/aenm.202504010,Mechanism for the Fluctuation in Coulombic Efficiency of Lithium Metal Anodes After Calendar Aging,2025,Advanced Energy Materials,MEC,,,,,,0,0.75,,2
10.1002/aenm.70758,In Situ Measurement of Oxygen Vacancy Dynamics and Surface Exchange Reactions in Oxide Electrode under Solid Electrochemical Cell Operating Conditions,2026,Advanced Energy Materials,MEC,,,,,,0,0.75,,0
10.1002/aesr.202100163,Trapa natans Husk‐Derived Nanoporous Carbons as Electrode Materials for Sustainable High‐Power Microbial Fuel Cell Supercapacitor Systems,2021,Advanced Energy and Sustainability Research,MFC,,,,,,0.5,1,,1
10.1002/aesr.202300273,Recent Advances and Challenges of Hydrogen Production Technologies via Renewable Energy Sources,2024,Advanced Energy and Sustainability Research,MES,,,,,,0.25,1,,115
10.1002/aesr.202400011,"Membrane Technology for Energy Saving: Principles, Techniques, Applications, Challenges, and Prospects",2024,Advanced Energy and Sustainability Research,,,,,,,,0.6,,264
10.1002/agt2.428,"Biomass‐based materials for advanced supercapacitor: principles, progress, and perspectives",2023,Aggregate,,,,,,,,0.6,,150
10.1002/aic.10873,Systematic optimization of an H<sub>2</sub> PEM fuel cell power generation system with heat integration,2006,AIChE Journal,BES,,,,,,0.25,0.7,,10
10.1002/aic.12157,Comparison of real‐time methods for maximizing power output in microbial fuel cells,2010,AIChE Journal,MFC,,,,,,0.25,0.7,,88
10.1002/aic.15611,Synthetic <i>Saccharomyces cerevisiae</i>‐<i>Shewanella oneidensis</i> consortium enables glucose‐fed high‐performance microbial fuel cell,2016,AIChE Journal,MFC,,,,,,0.375,0.7,,72
10.1002/aic.17309,Bioelectrochemical sulfate reduction enhanced nitrogen removal from industrial wastewater containing ammonia and sulfate,2021,AIChE Journal,BES,,,,,,0.375,1,,17
10.1002/aic.18005,Gas pressure intensifying oxygen transfer to significantly improving the bio‐oxidation productivity of whole‐cell catalysis,2022,AIChE Journal,MES,,,,,,0.375,0.9,,12
10.1002/aic.18578,Electrochemical macrokinetics analysis of nitrite electrocatalytic reduction to ammonia,2024,AIChE Journal,,,,,,,,0.6,,8
10.1002/aic.70294,Improved symmetry and current distribution in a gastight rotating cylinder electrode cell: Design and characterization,2026,AIChE Journal,MEC,,,,,,0,0.75,,0
10.1002/ange.201400463,Highly Active Bidirectional Electron Transfer by a Self‐Assembled Electroactive Reduced‐Graphene‐Oxide‐Hybridized Biofilm,2014,Angewandte Chemie,BES,,,,,,0.375,1,,223
10.1002/ange.201408226,High‐Performance Liquid‐Catalyst Fuel Cell for Direct Biomass‐into‐Electricity Conversion,2014,Angewandte Chemie,MFC,,,,,,0.25,0.6,,41
10.1002/ange.201600705,"A Bio‐Inspired, Heavy‐Metal‐Free, Dual‐Electrolyte Liquid Battery towards Sustainable Energy Storage",2016,Angewandte Chemie,MES,,,,,,0.375,1,,40
10.1002/ange.201602631,Dual‐Doped Molybdenum Trioxide Nanowires: A Bifunctional Anode for Fiber‐Shaped Asymmetric Supercapacitors and Microbial Fuel Cells,2016,Angewandte Chemie,MFC,,,,,,,0.6,,87
10.1002/ange.202305189,An n‐Type Conjugated Oligoelectrolyte Mimics Transmembrane Electron Transport Proteins for Enhanced Microbial Electrosynthesis,2023,Angewandte Chemie,MFC,,,,,,,0.6,,1
10.1002/ange.202307780,Bioelectrocatalytic Synthesis: Concepts and Applications,2023,Angewandte Chemie,,,,,,,,0.6,,10
10.1002/anie.196201781,Conversion of Natural Substances by Microbial Enzymes,1962,Angewandte Chemie International Edition in English,MES,,,,,,0.25,0.9,,17
10.1002/anie.198405701,Microbial Asymmetric Catalysis—Enantioselective Reduction of Ketones [New Synthetic Methods (45)],1984,Angewandte Chemie International Edition in English,MES,,,,,,0.125,0.9,,237
10.1002/anie.201002951,A role for microbial palladium nanoparticles in extracellular electron transfer.,2011,Angewandte Chemie International Edition,BES,,,,,,0.25,1,,163
10.1002/anie.201101021,Enhancement of donor-acceptor polymer bulk heterojunction solar cell power conversion efficiencies by addition of Au nanoparticles.,2011,Angewandte Chemie International Edition,MES,,,,,,0.25,1,,373
10.1002/anie.201202008,Self-powered ultrasensitive nanowire photodetector driven by a hybridized microbial fuel cell.,2012,Angewandte Chemie International Edition,MFC,,,,,,0.125,1,,56
10.1002/anie.201301850,Redox cofactor from biological energy transduction as molecularly tunable energy-storage compound.,2013,Angewandte Chemie International Edition,MES,,,,,,0.125,0.9,,170
10.1002/anie.201602631,Dual‐Doped Molybdenum Trioxide Nanowires: A Bifunctional Anode for Fiber‐Shaped Asymmetric Supercapacitors and Microbial Fuel Cells,2016,Angewandte Chemie International Edition,,,,,,,,0.6,,266
10.1002/anie.201612500,Bioelectrochemical Haber–Bosch Process: An Ammonia‐Producing H<sub>2</sub>/N<sub>2</sub> Fuel Cell,2017,Angewandte Chemie International Edition,,,,,,,,0.6,,269
10.1002/anie.201704729,Living and Conducting: Coating Individual Bacterial Cells with In Situ Formed Polypyrrole,2017,Angewandte Chemie International Edition,MFC,,,,,,,0.6,,276
10.1002/anie.201901879,Recent Advances on Electrochemical Biosensing Strategies toward Universal Point of Care Systems.,2019,Angewandte Chemie International Edition,MES,,,,,,0.125,0.9,,208
10.1002/anie.201901938,Lithium Chlorides and Bromides as Promising Solid-State Chemistries for Fast Ion Conductors with Good Electrochemical Stability.,2019,Angewandte Chemie International Edition,MES,,,,,,0.125,0.9,,594
10.1002/anie.201906844,Biological Nicotinamide Cofactor as a Redox Active Motif for Reversible Electrochemical Energy Storage.,2019,Angewandte Chemie International Edition,MES,,,,,,0.125,0.9,,30
10.1002/anie.202003129,N2 Electroreduction to NH3 via Selenium Vacancy-Rich ReSe2 Catalysis at an Abrupt Interface.,2020,Angewandte Chemie International Edition,MES,,,,42.5,,0.375,1,,168
10.1002/anie.202100882,Quantitative Nano‐amperometric Measurement of Intravesicular Glutamate Content and its Sub‐Quantal Release by Living Neurons,2021,Angewandte Chemie International Edition,,,,,,,,0.6,,83
10.1002/anie.202101818,Advances and Challenges for Electrochemical Reduction of CO2 to CO: From Fundamental to Industrialization.,2021,Angewandte Chemie International Edition,MES,,,,,,0.25,0.9,,932
10.1002/anie.202104480,Chemical Identification of Catalytically Active Sites on Oxygen-doped Carbon Nanosheet to Decipher the High Activity for Electro-synthesis Hydrogen Peroxide.,2021,Angewandte Chemie International Edition,MES,,,,,,0.25,0.9,,319
10.1002/anie.202203757,Soft Electrodes for Electrochemical and Electrophysiological Monitoring of Beating Cardiomyocytes.,2022,Angewandte Chemie International Edition,MES,,,,,,0.125,1,,31
10.1002/anie.202208487,Polyzwitterionic Hydrogels for Highly Efficient High Salinity Solar Desalination.,2022,Angewandte Chemie International Edition,MES,,,,,,0.125,0.9,,227
10.1002/anie.202208587,Enhanced Solar Evaporation Using a Scalable MoS2-Based Hydrogel for Highly Efficient Solar Desalination.,2022,Angewandte Chemie International Edition,MES,,,,93.4,,0.375,0.8,,92
10.1002/anie.202210596,Upgrading Kolbe Electrolysis—Highly Efficient Production of Green Fuels and Solvents by Coupling Biosynthesis and Electrosynthesis,2022,Angewandte Chemie International Edition,,,,,,,,0.6,,19
10.1002/anie.202213927,Piezo-Catalytic Techniques in Environmental Remediation.,2022,Angewandte Chemie International Edition,MES,,,,,,0.375,0.9,,211
